Read Date,Account Number,Name,Meter,kWh,kW
"1/10/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","159.30","318.60"
"1/10/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","144.00","288.00"
"1/10/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","120.42","240.84"
"1/10/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","113.16","226.32"
"1/10/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","100.56","201.12"
"1/10/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","92.88","185.76"
"1/10/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","94.08","188.16"
"1/10/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","89.82","179.64"
"1/10/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","93.30","186.60"
"1/10/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","96.18","192.36"
"1/10/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","92.88","185.76"
"1/10/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","89.76","179.52"
"1/11/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","90.06","180.12"
"1/11/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","89.58","179.16"
"1/11/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","90.96","181.92"
"1/11/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","91.08","182.16"
"1/11/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","83.64","167.28"
"1/11/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","81.00","162.00"
"1/11/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","102.06","204.12"
"1/11/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","105.06","210.12"
"1/11/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","125.94","251.88"
"1/11/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","126.24","252.48"
"1/11/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","127.38","254.76"
"1/11/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","125.88","251.76"
"1/11/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","154.80","309.60"
"1/11/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","161.64","323.28"
"1/11/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","159.18","318.36"
"1/11/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","158.22","316.44"
"1/11/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","157.62","315.24"
"1/11/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","157.32","314.64"
"1/11/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","152.10","304.20"
"1/11/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","148.86","297.72"
"1/11/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","145.80","291.60"
"1/11/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","144.60","289.20"
"1/11/2020 11:00:00 AM","004248051001","ND XXV LLC","000009217682","142.20","284.40"
"1/11/2020 11:30:00 AM","004248051001","ND XXV LLC","000009217682","147.84","295.68"
"1/11/2020 12:00:00 PM","004248051001","ND XXV LLC","000009217682","138.60","277.20"
"1/11/2020 12:30:00 PM","004248051001","ND XXV LLC","000009217682","144.00","288.00"
"1/11/2020 1:00:00 PM","004248051001","ND XXV LLC","000009217682","141.48","282.96"
"1/11/2020 1:30:00 PM","004248051001","ND XXV LLC","000009217682","121.98","243.96"
"1/11/2020 2:00:00 PM","004248051001","ND XXV LLC","000009217682","72.84","145.68"
"1/11/2020 2:30:00 PM","004248051001","ND XXV LLC","000009217682","63.78","127.56"
"1/11/2020 3:00:00 PM","004248051001","ND XXV LLC","000009217682","72.30","144.60"
"1/11/2020 3:30:00 PM","004248051001","ND XXV LLC","000009217682","61.02","122.04"
"1/11/2020 4:00:00 PM","004248051001","ND XXV LLC","000009217682","59.28","118.56"
"1/11/2020 4:30:00 PM","004248051001","ND XXV LLC","000009217682","58.44","116.88"
"1/11/2020 5:00:00 PM","004248051001","ND XXV LLC","000009217682","79.86","159.72"
"1/11/2020 5:30:00 PM","004248051001","ND XXV LLC","000009217682","82.98","165.96"
"1/11/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","69.00","138.00"
"1/11/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","69.84","139.68"
"1/11/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","66.18","132.36"
"1/11/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","66.06","132.12"
"1/11/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","68.70","137.40"
"1/11/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","66.84","133.68"
"1/11/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","88.44","176.88"
"1/11/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","93.18","186.36"
"1/11/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","77.10","154.20"
"1/11/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","64.80","129.60"
"1/11/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","63.00","126.00"
"1/11/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","62.64","125.28"
"1/12/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","60.42","120.84"
"1/12/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","63.66","127.32"
"1/12/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","59.28","118.56"
"1/12/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","58.74","117.48"
"1/12/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","64.38","128.76"
"1/12/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","81.06","162.12"
"1/12/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","82.56","165.12"
"1/12/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","80.76","161.52"
"1/12/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","81.72","163.44"
"1/12/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","67.68","135.36"
"1/12/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","60.42","120.84"
"1/12/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","63.30","126.60"
"1/12/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","59.40","118.80"
"1/12/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","58.86","117.72"
"1/12/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","67.14","134.28"
"1/12/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","86.34","172.68"
"1/12/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","81.54","163.08"
"1/12/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","67.44","134.88"
"1/12/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","56.76","113.52"
"1/12/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","61.26","122.52"
"1/12/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","74.64","149.28"
"1/12/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","71.16","142.32"
"1/12/2020 11:00:00 AM","004248051001","ND XXV LLC","000009217682","48.66","97.32"
"1/12/2020 11:30:00 AM","004248051001","ND XXV LLC","000009217682","57.54","115.08"
"1/12/2020 12:00:00 PM","004248051001","ND XXV LLC","000009217682","63.24","126.48"
"1/12/2020 12:30:00 PM","004248051001","ND XXV LLC","000009217682","43.50","87.00"
"1/12/2020 1:00:00 PM","004248051001","ND XXV LLC","000009217682","59.10","118.20"
"1/12/2020 1:30:00 PM","004248051001","ND XXV LLC","000009217682","46.56","93.12"
"1/12/2020 2:00:00 PM","004248051001","ND XXV LLC","000009217682","61.62","123.24"
"1/12/2020 2:30:00 PM","004248051001","ND XXV LLC","000009217682","48.66","97.32"
"1/12/2020 3:00:00 PM","004248051001","ND XXV LLC","000009217682","60.42","120.84"
"1/12/2020 3:30:00 PM","004248051001","ND XXV LLC","000009217682","55.92","111.84"
"1/12/2020 4:00:00 PM","004248051001","ND XXV LLC","000009217682","52.38","104.76"
"1/12/2020 4:30:00 PM","004248051001","ND XXV LLC","000009217682","52.74","105.48"
"1/12/2020 5:00:00 PM","004248051001","ND XXV LLC","000009217682","55.86","111.72"
"1/12/2020 5:30:00 PM","004248051001","ND XXV LLC","000009217682","63.78","127.56"
"1/12/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","63.54","127.08"
"1/12/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","66.30","132.60"
"1/12/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","75.60","151.20"
"1/12/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","73.62","147.24"
"1/12/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","69.84","139.68"
"1/12/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","86.70","173.40"
"1/12/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","92.28","184.56"
"1/12/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","94.68","189.36"
"1/12/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","89.88","179.76"
"1/12/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","91.26","182.52"
"1/12/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","85.02","170.04"
"1/12/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","86.64","173.28"
"1/13/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","87.30","174.60"
"1/13/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","92.16","184.32"
"1/13/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","97.14","194.28"
"1/13/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","89.94","179.88"
"1/13/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","92.22","184.44"
"1/13/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","92.40","184.80"
"1/13/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","103.08","206.16"
"1/13/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","119.10","238.20"
"1/13/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","144.96","289.92"
"1/13/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","153.96","307.92"
"1/13/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","155.82","311.64"
"1/13/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","156.72","313.44"
"1/13/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","159.90","319.80"
"1/13/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","163.62","327.24"
"1/13/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","166.86","333.72"
"1/13/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","168.84","337.68"
"1/13/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","177.78","355.56"
"1/13/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","184.32","368.64"
"1/13/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","182.64","365.28"
"1/13/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","180.72","361.44"
"1/13/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","180.30","360.60"
"1/13/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","177.48","354.96"
"1/13/2020 11:00:00 AM","004248051001","ND XXV LLC","000009217682","178.02","356.04"
"1/13/2020 11:30:00 AM","004248051001","ND XXV LLC","000009217682","178.56","357.12"
"1/13/2020 12:00:00 PM","004248051001","ND XXV LLC","000009217682","185.64","371.28"
"1/13/2020 12:30:00 PM","004248051001","ND XXV LLC","000009217682","176.70","353.40"
"1/13/2020 1:00:00 PM","004248051001","ND XXV LLC","000009217682","176.58","353.16"
"1/13/2020 1:30:00 PM","004248051001","ND XXV LLC","000009217682","169.38","338.76"
"1/13/2020 2:00:00 PM","004248051001","ND XXV LLC","000009217682","163.32","326.64"
"1/13/2020 2:30:00 PM","004248051001","ND XXV LLC","000009217682","159.00","318.00"
"1/13/2020 3:00:00 PM","004248051001","ND XXV LLC","000009217682","154.80","309.60"
"1/13/2020 3:30:00 PM","004248051001","ND XXV LLC","000009217682","165.12","330.24"
"1/13/2020 4:00:00 PM","004248051001","ND XXV LLC","000009217682","171.48","342.96"
"1/13/2020 4:30:00 PM","004248051001","ND XXV LLC","000009217682","173.22","346.44"
"1/13/2020 5:00:00 PM","004248051001","ND XXV LLC","000009217682","174.06","348.12"
"1/13/2020 5:30:00 PM","004248051001","ND XXV LLC","000009217682","171.00","342.00"
"1/13/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","173.16","346.32"
"1/13/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","161.58","323.16"
"1/13/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","129.18","258.36"
"1/13/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","119.34","238.68"
"1/13/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","112.26","224.52"
"1/13/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","117.72","235.44"
"1/13/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","123.18","246.36"
"1/13/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","119.10","238.20"
"1/13/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","113.34","226.68"
"1/13/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","110.88","221.76"
"1/13/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","117.00","234.00"
"1/13/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","121.38","242.76"
"1/14/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","119.76","239.52"
"1/14/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","115.92","231.84"
"1/14/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","117.84","235.68"
"1/14/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","123.66","247.32"
"1/14/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","122.52","245.04"
"1/14/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","119.40","238.80"
"1/14/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","116.58","233.16"
"1/14/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","121.86","243.72"
"1/14/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","146.58","293.16"
"1/14/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","150.84","301.68"
"1/14/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","153.12","306.24"
"1/14/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","148.08","296.16"
"1/14/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","145.86","291.72"
"1/14/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","155.82","311.64"
"1/14/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","176.70","353.40"
"1/14/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","185.52","371.04"
"1/14/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","180.72","361.44"
"1/14/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","187.38","374.76"
"1/14/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","184.98","369.96"
"1/14/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","189.78","379.56"
"1/14/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","191.04","382.08"
"1/14/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","187.86","375.72"
"1/14/2020 11:00:00 AM","004248051001","ND XXV LLC","000009217682","172.86","345.72"
"1/14/2020 11:30:00 AM","004248051001","ND XXV LLC","000009217682","171.12","342.24"
"1/14/2020 12:00:00 PM","004248051001","ND XXV LLC","000009217682","179.34","358.68"
"1/14/2020 12:30:00 PM","004248051001","ND XXV LLC","000009217682","176.46","352.92"
"1/14/2020 1:00:00 PM","004248051001","ND XXV LLC","000009217682","171.84","343.68"
"1/14/2020 1:30:00 PM","004248051001","ND XXV LLC","000009217682","166.56","333.12"
"1/14/2020 2:00:00 PM","004248051001","ND XXV LLC","000009217682","159.30","318.60"
"1/14/2020 2:30:00 PM","004248051001","ND XXV LLC","000009217682","165.66","331.32"
"1/14/2020 3:00:00 PM","004248051001","ND XXV LLC","000009217682","165.90","331.80"
"1/14/2020 3:30:00 PM","004248051001","ND XXV LLC","000009217682","159.66","319.32"
"1/14/2020 4:00:00 PM","004248051001","ND XXV LLC","000009217682","162.42","324.84"
"1/14/2020 4:30:00 PM","004248051001","ND XXV LLC","000009217682","167.58","335.16"
"1/14/2020 5:00:00 PM","004248051001","ND XXV LLC","000009217682","169.80","339.60"
"1/14/2020 5:30:00 PM","004248051001","ND XXV LLC","000009217682","166.26","332.52"
"1/14/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","164.46","328.92"
"1/14/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","156.66","313.32"
"1/14/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","134.04","268.08"
"1/14/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","115.86","231.72"
"1/14/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","118.32","236.64"
"1/14/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","108.72","217.44"
"1/14/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","103.38","206.76"
"1/14/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","100.14","200.28"
"1/14/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","98.64","197.28"
"1/14/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","108.30","216.60"
"1/14/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","103.14","206.28"
"1/14/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","101.46","202.92"
"1/15/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","96.78","193.56"
"1/15/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","99.72","199.44"
"1/15/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","104.16","208.32"
"1/15/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","105.18","210.36"
"1/15/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","99.66","199.32"
"1/15/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","99.00","198.00"
"1/15/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","101.64","203.28"
"1/15/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","109.86","219.72"
"1/15/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","130.62","261.24"
"1/15/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","130.38","260.76"
"1/15/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","129.06","258.12"
"1/15/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","128.70","257.40"
"1/15/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","132.24","264.48"
"1/15/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","150.90","301.80"
"1/15/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","168.42","336.84"
"1/15/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","164.34","328.68"
"1/15/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","164.88","329.76"
"1/15/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","167.04","334.08"
"1/15/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","163.20","326.40"
"1/15/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","164.04","328.08"
"1/15/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","162.90","325.80"
"1/15/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","160.86","321.72"
"1/15/2020 11:00:00 AM","004248051001","ND XXV LLC","000009217682","152.46","304.92"
"1/15/2020 11:30:00 AM","004248051001","ND XXV LLC","000009217682","154.08","308.16"
"1/15/2020 12:00:00 PM","004248051001","ND XXV LLC","000009217682","154.74","309.48"
"1/15/2020 12:30:00 PM","004248051001","ND XXV LLC","000009217682","151.80","303.60"
"1/15/2020 1:00:00 PM","004248051001","ND XXV LLC","000009217682","147.24","294.48"
"1/15/2020 1:30:00 PM","004248051001","ND XXV LLC","000009217682","146.64","293.28"
"1/15/2020 2:00:00 PM","004248051001","ND XXV LLC","000009217682","146.46","292.92"
"1/15/2020 2:30:00 PM","004248051001","ND XXV LLC","000009217682","151.26","302.52"
"1/15/2020 3:00:00 PM","004248051001","ND XXV LLC","000009217682","154.38","308.76"
"1/15/2020 3:30:00 PM","004248051001","ND XXV LLC","000009217682","157.14","314.28"
"1/15/2020 4:00:00 PM","004248051001","ND XXV LLC","000009217682","159.72","319.44"
"1/15/2020 4:30:00 PM","004248051001","ND XXV LLC","000009217682","155.28","310.56"
"1/15/2020 5:00:00 PM","004248051001","ND XXV LLC","000009217682","159.66","319.32"
"1/15/2020 5:30:00 PM","004248051001","ND XXV LLC","000009217682","166.80","333.60"
"1/15/2020 6:00:00 PM","004248051001","ND XXV LLC","000009217682","164.52","329.04"
"1/15/2020 6:30:00 PM","004248051001","ND XXV LLC","000009217682","148.62","297.24"
"1/15/2020 7:00:00 PM","004248051001","ND XXV LLC","000009217682","116.70","233.40"
"1/15/2020 7:30:00 PM","004248051001","ND XXV LLC","000009217682","123.96","247.92"
"1/15/2020 8:00:00 PM","004248051001","ND XXV LLC","000009217682","118.50","237.00"
"1/15/2020 8:30:00 PM","004248051001","ND XXV LLC","000009217682","117.42","234.84"
"1/15/2020 9:00:00 PM","004248051001","ND XXV LLC","000009217682","111.12","222.24"
"1/15/2020 9:30:00 PM","004248051001","ND XXV LLC","000009217682","111.60","223.20"
"1/15/2020 10:00:00 PM","004248051001","ND XXV LLC","000009217682","110.88","221.76"
"1/15/2020 10:30:00 PM","004248051001","ND XXV LLC","000009217682","106.56","213.12"
"1/15/2020 11:00:00 PM","004248051001","ND XXV LLC","000009217682","101.10","202.20"
"1/15/2020 11:30:00 PM","004248051001","ND XXV LLC","000009217682","101.64","203.28"
"1/16/2020 12:00:00 AM","004248051001","ND XXV LLC","000009217682","104.22","208.44"
"1/16/2020 12:30:00 AM","004248051001","ND XXV LLC","000009217682","109.08","218.16"
"1/16/2020 1:00:00 AM","004248051001","ND XXV LLC","000009217682","108.78","217.56"
"1/16/2020 1:30:00 AM","004248051001","ND XXV LLC","000009217682","102.90","205.80"
"1/16/2020 2:00:00 AM","004248051001","ND XXV LLC","000009217682","101.64","203.28"
"1/16/2020 2:30:00 AM","004248051001","ND XXV LLC","000009217682","99.12","198.24"
"1/16/2020 3:00:00 AM","004248051001","ND XXV LLC","000009217682","96.78","193.56"
"1/16/2020 3:30:00 AM","004248051001","ND XXV LLC","000009217682","110.70","221.40"
"1/16/2020 4:00:00 AM","004248051001","ND XXV LLC","000009217682","126.00","252.00"
"1/16/2020 4:30:00 AM","004248051001","ND XXV LLC","000009217682","127.92","255.84"
"1/16/2020 5:00:00 AM","004248051001","ND XXV LLC","000009217682","126.24","252.48"
"1/16/2020 5:30:00 AM","004248051001","ND XXV LLC","000009217682","124.14","248.28"
"1/16/2020 6:00:00 AM","004248051001","ND XXV LLC","000009217682","140.70","281.40"
"1/16/2020 6:30:00 AM","004248051001","ND XXV LLC","000009217682","158.10","316.20"
"1/16/2020 7:00:00 AM","004248051001","ND XXV LLC","000009217682","167.46","334.92"
"1/16/2020 7:30:00 AM","004248051001","ND XXV LLC","000009217682","165.36","330.72"
"1/16/2020 8:00:00 AM","004248051001","ND XXV LLC","000009217682","172.02","344.04"
"1/16/2020 8:30:00 AM","004248051001","ND XXV LLC","000009217682","163.74","327.48"
"1/16/2020 9:00:00 AM","004248051001","ND XXV LLC","000009217682","162.24","324.48"
"1/16/2020 9:30:00 AM","004248051001","ND XXV LLC","000009217682","175.98","351.96"
"1/16/2020 10:00:00 AM","004248051001","ND XXV LLC","000009217682","168.84","337.68"
"1/16/2020 10:30:00 AM","004248051001","ND XXV LLC","000009217682","161.64","323.28"
